coo: 42.3598039_-71.1131296;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2020-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.17;129.10;14.02;140.63;20.05;153.62;23.71;167.97;24.58;183.06;22.55;197.96;17.89;211.80;11.06;224.20;2.61;235.20;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.16;128.97;14.04;140.49;20.09;153.48;23.77;167.83;24.67;182.95;22.66;197.87;18.01;211.74;11.20;224.16;2.75;235.17;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.17;128.82;14.07;140.35;20.14;153.34;23.84;167.70;24.77;182.83;22.78;197.78;18.14;211.68;11.33;224.12;2.89;235.16;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.18;128.68;14.10;140.20;20.19;153.20;23.93;167.57;24.87;182.72;22.91;197.70;18.28;211.62;11.48;224.09;3.04;235.14;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.20;128.53;14.14;140.05;20.26;153.05;24.01;167.44;24.98;182.61;23.04;197.62;18.42;211.57;11.63;224.07;3.19;235.14;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.23;128.38;14.18;139.90;20.33;152.90;24.11;167.30;25.10;182.50;23.17;197.54;18.57;211.53;11.78;224.04;3.35;235.14;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.26;128.22;14.24;139.74;20.40;152.76;24.21;167.17;25.23;182.40;23.32;197.47;18.72;211.49;11.94;224.03;3.51;235.14;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.30;128.06;14.30;139.59;20.49;152.61;24.32;167.04;25.36;182.29;23.47;197.39;18.89;211.45;12.10;224.02;3.67;235.16;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.34;127.90;14.36;139.43;20.58;152.46;24.44;166.91;25.50;182.19;23.63;197.33;19.05;211.42;12.27;224.02;3.84;235.17;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.39;127.73;14.44;139.27;20.68;152.30;24.57;166.77;25.65;182.09;23.79;197.27;19.22;211.39;12.45;224.02;4.01;235.20;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.45;127.56;14.52;139.10;20.79;152.15;24.70;166.64;25.81;181.99;23.96;197.21;19.40;211.37;12.63;224.03;4.19;235.23;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.52;127.39;14.61;138.94;20.90;152.00;24.84;166.51;25.97;181.89;24.14;197.15;19.58;211.35;12.81;224.04;4.37;235.27;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.59;127.22;14.70;138.77;21.02;151.84;24.99;166.38;26.14;181.80;24.32;197.10;19.77;211.34;13.00;224.06;4.55;235.31;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.67;127.04;14.80;138.60;21.15;151.69;25.14;166.25;26.31;181.71;24.51;197.05;19.97;211.33;13.19;224.09;4.74;235.36;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.75;126.86;14.91;138.43;21.28;151.53;25.30;166.12;26.50;181.62;24.70;197.01;20.17;211.33;13.39;224.12;4.93;235.41;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.84;126.68;15.03;138.26;21.43;151.38;25.47;166.00;26.68;181.53;24.91;196.97;20.37;211.33;13.59;224.15;5.13;235.48;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.94;126.49;15.15;138.08;21.57;151.22;25.64;165.87;26.88;181.45;25.11;196.93;20.58;211.34;13.79;224.20;5.33;235.54;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.05;126.30;15.28;137.90;21.73;151.06;25.83;165.74;27.08;181.37;25.33;196.90;20.79;211.36;14.00;224.25;5.53;235.62;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.16;126.12;15.41;137.73;21.89;150.90;26.01;165.62;27.29;181.29;25.54;196.88;21.01;211.38;14.22;224.30;5.73;235.70;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.28;125.92;15.56;137.55;22.06;150.74;26.21;165.49;27.50;181.22;25.77;196.85;21.24;211.40;14.43;224.36;5.94;235.78;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.40;125.73;15.70;137.37;22.24;150.59;26.41;165.37;27.72;181.14;26.00;196.84;21.46;211.43;14.65;224.43;6.15;235.88;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.53;125.54;15.86;137.19;22.42;150.43;26.62;165.25;27.95;181.07;26.23;196.82;21.70;211.47;14.88;224.50;6.37;235.98;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.67;125.34;16.02;137.00;22.61;150.27;26.83;165.13;28.18;181.01;26.47;196.82;21.93;211.51;15.11;224.58;6.58;236.08;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.81;125.14;16.19;136.82;22.80;150.11;27.05;165.01;28.42;180.94;26.72;196.81;22.18;211.56;15.34;224.67;6.80;236.19;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.96;124.94;16.36;136.63;23.01;149.95;27.28;164.90;28.67;180.88;26.97;196.81;22.42;211.61;15.57;224.76;7.03;236.31;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.12;124.74;16.55;136.45;23.21;149.79;27.51;164.78;28.92;180.83;27.22;196.82;22.67;211.67;15.81;224.85;7.25;236.43;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.28;124.53;16.73;136.26;23.43;149.63;27.75;164.67;29.17;180.77;27.48;196.83;22.92;211.73;16.05;224.96;7.48;236.56;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.45;124.33;16.93;136.07;23.65;149.47;28.00;164.55;29.43;180.72;27.75;196.84;23.18;211.80;16.30;225.07;7.71;236.70;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.63;124.12;17.13;135.88;23.87;149.31;28.25;164.44;29.70;180.68;28.01;196.86;23.44;211.88;16.54;225.18;7.94;236.84;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.81;123.91;17.33;135.69;24.11;149.15;28.50;164.33;29.97;180.63;28.29;196.89;23.71;211.96;16.79;225.30;8.17;236.99;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.75;113.19;8.99;123.70;17.54;135.50;24.35;149.00;28.77;164.22;30.25;180.59;28.57;196.92;23.97;212.05;17.04;225.43;8.40;237.14;--;--;--;--;--;--;--;--;--;--;--;--;
2020-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.58;112.97;9.19;123.49;17.76;135.31;24.59;148.84;29.03;164.12;30.53;180.55;28.85;196.95;24.25;212.14;17.30;225.57;8.64;237.30;--;--;--;--;--;--;--;--;--;--;--;--;
2020-02-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.40;112.74;9.39;123.28;17.98;135.12;24.84;148.68;29.31;164.01;30.82;180.52;29.14;196.99;24.52;212.24;17.55;225.71;8.88;237.47;--;--;--;--;--;--;--;--;--;--;--;--;
2020-02-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.22;112.52;9.59;123.07;18.21;134.93;25.10;148.52;29.59;163.91;31.11;180.49;29.43;197.04;24.80;212.35;17.81;225.85;9.12;237.64;-0.73;248.16;--;--;--;--;--;--;--;--;--;--;
2020-02-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.03;112.29;9.80;122.86;18.45;134.74;25.36;148.37;29.87;163.81;31.40;180.47;29.72;197.09;25.08;212.46;18.07;226.00;9.36;237.82;-0.51;248.36;--;--;--;--;--;--;--;--;--;--;
2020-02-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.17;112.06;10.01;122.64;18.69;134.55;25.62;148.21;30.16;163.71;31.71;180.44;30.02;197.14;25.36;212.57;18.33;226.16;9.60;238.00;-0.28;248.56;--;--;--;--;--;--;--;--;--;--;
2020-02-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;111.83;10.23;122.43;18.93;134.35;25.89;148.05;30.46;163.62;32.01;180.42;30.32;197.20;25.65;212.70;18.60;226.32;9.85;238.19;-0.06;248.76;--;--;--;--;--;--;--;--;--;--;
2020-02-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.57;111.60;10.46;122.21;19.18;134.16;26.17;147.90;30.75;163.52;32.32;180.41;30.63;197.27;25.94;212.83;18.87;226.49;10.09;238.39;0.17;248.98;--;--;--;--;--;--;--;--;--;--;
2020-02-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.78;111.37;10.69;122.00;19.44;133.97;26.45;147.74;31.06;163.43;32.64;180.40;30.94;197.34;26.23;212.96;19.13;226.67;10.34;238.59;0.40;249.20;--;--;--;--;--;--;--;--;--;--;
2020-02-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.00;111.13;10.93;121.78;19.70;133.77;26.74;147.59;31.37;163.34;32.96;180.39;31.25;197.41;26.52;213.10;19.40;226.85;10.58;238.79;0.63;249.42;--;--;--;--;--;--;--;--;--;--;
2020-02-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.22;110.90;11.17;121.56;19.96;133.58;27.03;147.43;31.68;163.25;33.28;180.38;31.56;197.50;26.82;213.25;19.67;227.04;10.83;239.01;0.86;249.65;--;--;--;--;--;--;--;--;--;--;
2020-02-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.45;110.67;11.41;121.34;20.23;133.38;27.33;147.28;32.00;163.16;33.61;180.38;31.88;197.58;27.11;213.40;19.95;227.23;11.08;239.22;1.09;249.88;--;--;--;--;--;--;--;--;--;--;
2020-02-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.68;110.43;11.66;121.12;20.51;133.19;27.63;147.13;32.32;163.07;33.94;180.39;32.20;197.67;27.41;213.55;20.22;227.43;11.33;239.45;1.32;250.12;--;--;--;--;--;--;--;--;--;--;
2020-02-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.92;110.19;11.92;120.90;20.79;132.99;27.94;146.98;32.65;162.99;34.27;180.39;32.53;197.77;27.72;213.72;20.50;227.63;11.58;239.67;1.55;250.36;--;--;--;--;--;--;--;--;--;--;
2020-02-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.16;109.96;12.18;120.68;21.07;132.80;28.25;146.82;32.98;162.91;34.61;180.40;32.86;197.87;28.02;213.89;20.77;227.84;11.83;239.91;1.78;250.61;--;--;--;--;--;--;--;--;--;--;
2020-02-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.40;109.72;12.45;120.46;21.36;132.60;28.56;146.67;33.32;162.83;34.95;180.42;33.19;197.98;28.32;214.06;21.05;228.06;12.08;240.14;2.01;250.86;--;--;--;--;--;--;--;--;--;--;
2020-02-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.65;109.48;12.71;120.24;21.66;132.41;28.88;146.52;33.65;162.75;35.30;180.44;33.52;198.09;28.63;214.24;21.33;228.28;12.33;240.39;2.25;251.12;--;--;--;--;--;--;--;--;--;--;
2020-02-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.91;109.25;12.99;120.02;21.95;132.21;29.20;146.37;34.00;162.68;35.64;180.46;33.85;198.21;28.94;214.43;21.61;228.51;12.59;240.63;2.48;251.38;--;--;--;--;--;--;--;--;--;--;
2020-02-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.17;109.01;13.26;119.80;22.25;132.02;29.53;146.22;34.34;162.60;35.99;180.48;34.19;198.33;29.25;214.62;21.88;228.74;12.84;240.89;2.71;251.65;--;--;--;--;--;--;--;--;--;--;
2020-02-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.43;108.77;13.55;119.58;22.56;131.82;29.86;146.07;34.69;162.53;36.35;180.51;34.53;198.46;29.56;214.82;22.16;228.97;13.09;241.14;2.94;251.92;--;--;--;--;--;--;--;--;--;--;
2020-02-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.70;108.53;13.83;119.36;22.87;131.62;30.19;145.93;35.05;162.46;36.71;180.55;34.87;198.59;29.87;215.02;22.44;229.22;13.34;241.41;3.17;252.19;--;--;--;--;--;--;--;--;--;--;
2020-02-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.97;108.29;14.12;119.13;23.18;131.43;30.53;145.78;35.40;162.39;37.07;180.58;35.21;198.73;30.19;215.23;22.73;229.46;13.60;241.67;3.41;252.47;--;--;--;--;--;--;--;--;--;--;
2020-02-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.24;108.05;14.41;118.91;23.50;131.23;30.87;145.63;35.76;162.33;37.43;180.63;35.56;198.87;30.50;215.44;23.01;229.72;13.85;241.94;3.64;252.75;--;--;--;--;--;--;--;--;--;--;
2020-02-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.52;107.82;14.71;118.69;23.82;131.03;31.22;145.48;36.13;162.26;37.80;180.67;35.91;199.02;30.82;215.66;23.29;229.97;14.10;242.22;3.87;253.04;--;--;--;--;--;--;--;--;--;--;
2020-02-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.80;107.58;15.01;118.46;24.14;130.84;31.57;145.34;36.49;162.20;38.16;180.72;36.26;199.17;31.13;215.89;23.57;230.23;14.35;242.50;4.10;253.33;--;--;--;--;--;--;--;--;--;--;
2020-02-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.09;107.34;15.31;118.24;24.46;130.64;31.92;145.19;36.86;162.14;38.53;180.77;36.61;199.33;31.45;216.12;23.85;230.50;14.60;242.78;4.33;253.62;--;--;--;--;--;--;--;--;--;--;
2020-02-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.38;107.10;15.62;118.01;24.79;130.44;32.27;145.04;37.24;162.08;38.91;180.83;36.96;199.50;31.76;216.36;24.13;230.77;14.86;243.07;4.56;253.92;--;--;--;--;--;--;--;--;--;--;
2020-02-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.67;106.86;15.93;117.79;25.13;130.25;32.63;144.90;37.61;162.02;39.28;180.89;37.31;199.67;32.08;216.60;24.41;231.05;15.11;243.36;4.79;254.22;--;--;--;--;--;--;--;--;--;--;
2020-02-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.96;106.62;16.24;117.57;25.46;130.05;32.99;144.75;37.99;161.97;39.66;180.95;37.66;199.84;32.40;216.84;24.69;231.33;15.36;243.66;5.02;254.52;--;--;--;--;--;--;--;--;--;--;
2020-02-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.26;106.38;16.55;117.34;25.80;129.85;33.35;144.61;38.37;161.91;40.03;181.02;38.02;200.02;32.72;217.09;24.97;231.62;15.61;243.96;5.25;254.83;--;--;--;--;--;--;--;--;--;--;
2020-03-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.56;106.14;16.87;117.11;26.14;129.65;33.71;144.46;38.75;161.86;40.42;181.09;38.37;200.20;33.04;217.35;25.25;231.91;15.86;244.26;5.48;255.14;--;--;--;--;--;--;--;--;--;--;
2020-03-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.86;105.90;17.19;116.89;26.48;129.45;34.08;144.32;39.13;161.81;40.80;181.16;38.73;200.39;33.35;217.61;25.53;232.20;16.11;244.57;5.71;255.45;--;--;--;--;--;--;--;--;--;--;
2020-03-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.17;105.66;17.51;116.66;26.82;129.25;34.45;144.17;39.52;161.76;41.18;181.24;39.09;200.59;33.67;217.88;25.81;232.50;16.36;244.88;5.94;255.77;--;--;--;--;--;--;--;--;--;--;
2020-03-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.48;105.42;17.83;116.44;27.17;129.05;34.82;144.03;39.91;161.71;41.56;181.32;39.44;200.79;33.99;218.15;26.09;232.80;16.60;245.19;6.17;256.08;--;--;--;--;--;--;--;--;--;--;
2020-03-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.79;105.18;18.16;116.21;27.52;128.85;35.19;143.88;40.29;161.67;41.95;181.41;39.80;200.99;34.31;218.43;26.37;233.11;16.85;245.51;6.39;256.40;--;--;--;--;--;--;--;--;--;--;
2020-03-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.10;104.94;18.49;115.98;27.87;128.65;35.57;143.74;40.69;161.62;42.34;181.50;40.16;201.20;34.62;218.71;26.65;233.42;17.10;245.83;6.62;256.73;--;--;--;--;--;--;--;--;--;--;
2020-03-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.41;104.70;18.82;115.76;28.22;128.45;35.94;143.60;41.08;161.58;42.73;181.59;40.52;201.41;34.94;218.99;26.92;233.74;17.34;246.15;6.85;257.05;--;--;--;--;--;--;--;--;--;--;
2020-03-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.73;104.46;19.15;115.53;28.57;128.25;36.32;143.45;41.47;161.54;43.12;181.68;40.88;201.63;35.26;219.28;27.20;234.05;17.59;246.48;7.07;257.38;--;--;--;--;--;--;--;--;--;--;
2020-03-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.05;104.22;19.48;115.30;28.93;128.05;36.70;143.31;41.87;161.50;43.51;181.78;41.24;201.85;35.57;219.58;27.47;234.38;17.83;246.80;7.30;257.71;--;--;--;--;--;--;--;--;--;--;
2020-03-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.37;103.98;19.82;115.07;29.28;127.85;37.08;143.16;42.26;161.46;43.90;181.88;41.60;202.08;35.89;219.88;27.75;234.70;18.08;247.14;7.52;258.04;--;--;--;--;--;--;--;--;--;--;
2020-03-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.69;103.74;20.15;114.84;29.64;127.65;37.46;143.01;42.66;161.42;44.29;181.99;41.96;202.31;36.20;220.18;28.02;235.03;18.32;247.47;7.74;258.38;--;--;--;--;--;--;--;--;--;--;
2020-03-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.01;103.50;20.49;114.61;30.00;127.44;37.84;142.87;43.06;161.38;44.68;182.10;42.32;202.55;36.52;220.49;28.29;235.36;18.56;247.81;7.97;258.71;--;--;--;--;--;--;--;--;--;--;
2020-03-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.64;92.99;10.33;103.26;20.83;114.38;30.36;127.24;38.22;142.72;43.46;161.34;45.07;182.21;42.67;202.79;36.83;220.80;28.56;235.70;18.80;248.14;8.19;259.05;--;--;--;--;--;--;--;--;--;--;
2020-03-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.32;92.75;10.65;103.02;21.16;114.15;30.72;127.03;38.61;142.58;43.86;161.31;45.46;182.32;43.03;203.04;37.14;221.11;28.83;236.04;19.04;248.48;8.41;259.39;--;--;--;--;--;--;--;--;--;--;
2020-03-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.01;92.51;10.98;102.78;21.50;113.92;31.08;126.83;38.99;142.43;44.26;161.27;45.86;182.44;43.39;203.29;37.45;221.43;29.10;236.38;19.28;248.83;8.63;259.73;--;--;--;--;--;--;--;--;--;--;
2020-03-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.31;92.26;11.30;102.54;21.84;113.69;31.44;126.62;39.38;142.28;44.66;161.24;46.25;182.56;43.75;203.54;37.76;221.76;29.37;236.72;19.51;249.17;8.85;260.07;--;--;--;--;--;--;--;--;--;--;
2020-03-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.63;92.02;11.63;102.29;22.18;113.46;31.80;126.41;39.76;142.13;45.06;161.20;46.64;182.69;44.10;203.80;38.07;222.08;29.64;237.07;19.75;249.52;9.07;260.41;--;--;--;--;--;--;--;--;--;--;
2020-03-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;91.77;11.96;102.05;22.52;113.23;32.16;126.20;40.15;141.98;45.46;161.17;47.03;182.81;44.46;204.06;38.38;222.41;29.90;237.42;19.98;249.86;9.28;260.75;--;--;--;--;--;--;--;--;--;--;
2020-03-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.27;91.53;12.28;101.81;22.86;112.99;32.52;125.99;40.53;141.83;45.86;161.14;47.43;182.94;44.81;204.33;38.68;222.75;30.16;237.77;20.22;250.21;9.50;261.09;--;--;--;--;--;--;--;--;--;--;
2020-03-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.59;91.29;12.61;101.57;23.20;112.76;32.88;125.78;40.92;141.68;46.27;161.10;47.82;183.08;45.17;204.60;38.99;223.09;30.42;238.12;20.45;250.56;9.72;261.44;--;--;--;--;--;--;--;--;--;--;
2020-03-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.92;91.05;12.93;101.33;23.54;112.53;33.24;125.57;41.30;141.53;46.67;161.07;48.21;183.21;45.52;204.88;39.29;223.43;30.69;238.48;20.68;250.91;9.93;261.78;--;--;--;--;--;--;--;--;--;--;
2020-03-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;90.81;13.26;101.09;23.88;112.29;33.60;125.36;41.69;141.37;47.07;161.04;48.60;183.35;45.87;205.15;39.59;223.77;30.94;238.83;20.91;251.26;10.14;262.13;--;--;--;--;--;--;--;--;--;--;
2020-03-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;90.57;13.59;100.85;24.22;112.06;33.96;125.14;42.07;141.22;47.47;161.01;48.99;183.49;46.22;205.44;39.89;224.12;31.20;239.19;21.14;251.62;10.36;262.47;-0.69;272.67;--;--;--;--;--;--;--;--;
2020-03-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.88;90.33;13.91;100.61;24.56;111.82;34.32;124.93;42.46;141.06;47.87;160.97;49.38;183.63;46.57;205.72;40.19;224.47;31.46;239.55;21.37;251.97;10.57;262.82;-0.48;273.01;--;--;--;--;--;--;--;--;
2020-03-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.20;90.08;14.24;100.37;24.89;111.58;34.68;124.71;42.84;140.90;48.27;160.94;49.77;183.78;46.92;206.01;40.48;224.82;31.71;239.92;21.59;252.33;10.78;263.16;-0.27;273.35;--;--;--;--;--;--;--;--;
2020-03-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.52;89.85;14.56;100.13;25.23;111.35;35.04;124.49;43.22;140.74;48.67;160.91;50.16;183.93;47.26;206.30;40.78;225.17;31.96;240.28;21.82;252.68;10.99;263.51;-0.07;273.69;--;--;--;--;--;--;--;--;
2020-03-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.84;89.61;14.88;99.89;25.57;111.11;35.39;124.27;43.60;140.58;49.07;160.88;50.55;184.07;47.61;206.60;41.07;225.53;32.21;240.65;22.04;253.04;11.20;263.85;0.14;274.03;--;--;--;--;--;--;--;--;
2020-03-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.16;89.37;15.20;99.64;25.90;110.87;35.75;124.05;43.98;140.42;49.46;160.84;50.93;184.23;47.95;206.90;41.36;225.89;32.46;241.01;22.26;253.39;11.41;264.20;0.35;274.37;--;--;--;--;--;--;--;--;
2020-03-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.47;89.13;15.53;99.40;26.23;110.63;36.10;123.83;44.36;140.25;49.86;160.81;51.32;184.38;48.29;207.20;41.65;226.25;32.71;241.38;22.48;253.75;11.62;264.54;0.56;274.70;--;--;--;--;--;--;--;--;
2020-03-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.79;88.89;15.85;99.16;26.56;110.39;36.45;123.61;44.74;140.09;50.25;160.78;51.70;184.54;48.63;207.50;41.94;226.62;32.96;241.75;22.70;254.10;11.82;264.89;0.76;275.04;--;--;--;--;--;--;--;--;
2020-03-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.10;88.65;16.16;98.92;26.89;110.15;36.80;123.38;45.11;139.92;50.65;160.74;52.08;184.69;48.97;207.81;42.22;226.98;33.20;242.12;22.92;254.46;12.03;265.23;0.97;275.37;--;--;--;--;--;--;--;--;
2020-04-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.42;88.42;16.48;98.68;27.22;109.90;37.15;123.16;45.49;139.75;51.04;160.70;52.46;184.85;49.30;208.12;42.51;227.35;33.44;242.49;23.14;254.82;12.24;265.57;1.17;275.71;--;--;--;--;--;--;--;--;
